problem,num_nodes,num_edges,traffic_seed,tm_model,scale_factor,num_commodities,total_demand,algo,clustering_algo,num_partitions,size_of_largest_partition,partition_runtime,num_paths,edge_disjoint,dist_metric,iteration,obj_val,runtime,r1_runtime,r2_runtime,recon_runtime,r3_runtime,kirchoffs_runtime
GtsCe.graphml,149,386,1479688182,gravity,1.0,22052,501.4217529296875,ncflow_edge_per_iter,fm_partitioning,36,16,0.004788,4,True,inv-cap,0,501.42174060072284,0.03453826904296875,0.001856088638305664,0.008406877517700195,0.0013608932495117188,0.011954069137573242,0.01096034049987793
GtsCe.graphml,149,386,1283401444,gravity,2.0,22051,1000.3094482421875,ncflow_edge_per_iter,fm_partitioning,36,16,0.004684,4,True,inv-cap,0,1000.3094597978488,0.03504300117492676,0.0017819404602050781,0.00810694694519043,0.00144195556640625,0.01258993148803711,0.01112222671508789
GtsCe.graphml,149,386,1033617822,gravity,16.0,22051,7992.4306640625,ncflow_edge_per_iter,fm_partitioning,36,16,0.005294,4,True,inv-cap,0,6360.63178598322,0.0344390869140625,0.0022568702697753906,0.007959127426147461,0.0019028186798095703,0.011471033096313477,0.010849237442016602
GtsCe.graphml,149,386,1033617822,gravity,16.0,22051,7992.4306640625,ncflow_edge_per_iter,fm_partitioning,36,16,0.005294,4,True,inv-cap,1,619.877506962046,0.008079290390014648,0.0009560585021972656,0.001873016357421875,0.0012450218200683594,0.001611948013305664,0.0023932456970214844
GtsCe.graphml,149,386,1033617822,gravity,16.0,22051,7992.4306640625,ncflow_edge_per_iter,fm_partitioning,36,16,0.005294,4,True,inv-cap,2,137.74602787569165,0.006414175033569336,0.0006148815155029297,0.0014009475708007812,0.0012252330780029297,0.0012919902801513672,0.0018811225891113281
GtsCe.graphml,149,386,12734199,gravity,128.0,22052,63883.66015625,ncflow_edge_per_iter,fm_partitioning,36,16,0.004806,4,True,inv-cap,0,25066.932864263654,0.027132511138916016,0.0068781375885009766,0.005628108978271484,0.0013363361358642578,0.007396221160888672,0.005893707275390625
GtsCe.graphml,149,386,12734199,gravity,128.0,22052,63883.66015625,ncflow_edge_per_iter,fm_partitioning,36,16,0.004806,4,True,inv-cap,1,3687.2818635734016,0.024094104766845703,0.007817983627319336,0.0019118785858154297,0.0012423992156982422,0.011214971542358398,0.0019068717956542969
GtsCe.graphml,149,386,12734199,gravity,128.0,22052,63883.66015625,ncflow_edge_per_iter,fm_partitioning,36,16,0.004806,4,True,inv-cap,2,811.5462900650361,0.01932501792907715,0.006594181060791016,0.0014100074768066406,0.0011801719665527344,0.008950948715209961,0.0011897087097167969
GtsCe.graphml,149,386,1192263082,gravity,32.0,22051,16053.5146484375,ncflow_edge_per_iter,fm_partitioning,36,16,0.005058,4,True,inv-cap,0,10505.18513135612,0.03250908851623535,0.0034189224243164062,0.007455110549926758,0.0013859272003173828,0.012009143829345703,0.008239984512329102
GtsCe.graphml,149,386,1192263082,gravity,32.0,22051,16053.5146484375,ncflow_edge_per_iter,fm_partitioning,36,16,0.005058,4,True,inv-cap,1,467.7364413961768,0.016024112701416016,0.0025229454040527344,0.0021648406982421875,0.0012173652648925781,0.007979869842529297,0.0021390914916992188
GtsCe.graphml,149,386,1321948195,gravity,64.0,22052,31993.994140625,ncflow_edge_per_iter,fm_partitioning,36,16,0.004842,4,True,inv-cap,0,17211.00188064389,0.0287325382232666,0.004469156265258789,0.006495952606201172,0.0013573169708251953,0.009247064590454102,0.007163047790527344
GtsCe.graphml,149,386,1321948195,gravity,64.0,22052,31993.994140625,ncflow_edge_per_iter,fm_partitioning,36,16,0.004842,4,True,inv-cap,1,1597.735248397119,0.017537593841552734,0.004553079605102539,0.0020949840545654297,0.0013172626495361328,0.007625102996826172,0.001947164535522461
GtsCe.graphml,149,386,1321948195,gravity,64.0,22052,31993.994140625,ncflow_edge_per_iter,fm_partitioning,36,16,0.004842,4,True,inv-cap,2,551.3964012025402,0.013874053955078125,0.004302024841308594,0.0018570423126220703,0.0012469291687011719,0.005037784576416016,0.0014302730560302734
GtsCe.graphml,149,386,1018732053,bimodal,2.0,22052,1096.4254004415543,ncflow_edge_per_iter,fm_partitioning,36,16,0.005015,4,True,inv-cap,0,1096.425364838474,0.0316767692565918,0.0017178058624267578,0.007493019104003906,0.0014541149139404297,0.010183095932006836,0.010828733444213867
GtsCe.graphml,149,386,1411496438,bimodal,4.0,22052,2223.551835355677,ncflow_edge_per_iter,fm_partitioning,36,16,0.00469,4,True,inv-cap,0,2223.5518132593515,0.035652875900268555,0.001706838607788086,0.008638858795166016,0.001458883285522461,0.012914180755615234,0.010934114456176758
GtsCe.graphml,149,386,1028760280,bimodal,128.0,22052,71279.98510659154,ncflow_edge_per_iter,fm_partitioning,36,16,0.005213,4,True,inv-cap,0,26378.4038018606,0.05172300338745117,0.017961978912353516,0.00758814811706543,0.0013158321380615234,0.019145965576171875,0.005711078643798828
GtsCe.graphml,149,386,1028760280,bimodal,128.0,22052,71279.98510659154,ncflow_edge_per_iter,fm_partitioning,36,16,0.005213,4,True,inv-cap,1,3553.3090065445795,0.029194116592407227,0.00855112075805664,0.0015599727630615234,0.0012519359588623047,0.015499114990234375,0.002331972122192383
GtsCe.graphml,149,386,1028760280,bimodal,128.0,22052,71279.98510659154,ncflow_edge_per_iter,fm_partitioning,36,16,0.005213,4,True,inv-cap,2,1157.2425229347184,0.022176742553710938,0.007700920104980469,0.0012590885162353516,0.0018668174743652344,0.009783029556274414,0.0015668869018554688
GtsCe.graphml,149,386,1084420326,bimodal,32.0,22052,17597.271824401527,ncflow_edge_per_iter,fm_partitioning,36,16,0.005125,4,True,inv-cap,0,11266.993480112975,0.035227298736572266,0.009614944458007812,0.008086919784545898,0.0013349056243896484,0.008249044418334961,0.007941484451293945
GtsCe.graphml,149,386,1084420326,bimodal,32.0,22052,17597.271824401527,ncflow_edge_per_iter,fm_partitioning,36,16,0.005125,4,True,inv-cap,1,771.3598126351854,0.018941402435302734,0.002825021743774414,0.0017070770263671875,0.0012483596801757812,0.01110386848449707,0.0020570755004882812
