problem,num_nodes,num_edges,traffic_seed,tm_model,scale_factor,num_commodities,total_demand,algo,split_method,split_fraction,num_subproblems,num_paths,edge_disjoint,dist_metric,objective,obj_val,runtime
UsCarrier.graphml,158,378,1281112752,poisson,16.0,12555,248177.515625,pop,random,0,16,4,True,inv-cap,total_flow,72826.53246569517,0.014190912246704102
UsCarrier.graphml,158,378,1281112752,poisson,16.0,12555,248177.515625,pop,random,0.25,16,4,True,inv-cap,total_flow,186254.6109978976,0.021014928817749023
UsCarrier.graphml,158,378,1281112752,poisson,16.0,12555,248177.515625,pop,random,0.5,16,4,True,inv-cap,total_flow,205603.1218039731,0.023141145706176758
UsCarrier.graphml,158,378,1281112752,poisson,16.0,12555,248177.515625,pop,random,0.75,16,4,True,inv-cap,total_flow,217358.83679004989,0.02622389793395996
UsCarrier.graphml,158,378,1281112752,poisson,16.0,12555,248177.515625,pop,random,1.0,16,4,True,inv-cap,total_flow,219934.07935364678,0.0283510684967041
UsCarrier.graphml,158,378,1011993125,poisson,4.0,12573,62042.203125,pop,random,0,16,4,True,inv-cap,total_flow,50113.66410787679,0.012797117233276367
UsCarrier.graphml,158,378,1011993125,poisson,4.0,12573,62042.203125,pop,random,0.25,16,4,True,inv-cap,total_flow,62042.202269096844,0.01774311065673828
UsCarrier.graphml,158,378,1011993125,poisson,4.0,12573,62042.203125,pop,random,0.5,16,4,True,inv-cap,total_flow,62042.202269096844,0.02030491828918457
UsCarrier.graphml,158,378,1011993125,poisson,4.0,12573,62042.203125,pop,random,0.75,16,4,True,inv-cap,total_flow,62042.202269096844,0.02130413055419922
UsCarrier.graphml,158,378,1011993125,poisson,4.0,12573,62042.203125,pop,random,1.0,16,4,True,inv-cap,total_flow,62042.202269096844,0.023716211318969727
Cogentco.graphml,197,486,142626253,gravity,128.0,38612,153760.609375,pop,random,0,16,4,True,inv-cap,total_flow,48683.64125605956,0.11730790138244629
Cogentco.graphml,197,486,142626253,gravity,128.0,38612,153760.609375,pop,random,0.25,16,4,True,inv-cap,total_flow,49374.0109803003,0.1537160873413086
Cogentco.graphml,197,486,142626253,gravity,128.0,38612,153760.609375,pop,random,0.5,16,4,True,inv-cap,total_flow,49545.925359083325,0.2316739559173584
Cogentco.graphml,197,486,142626253,gravity,128.0,38612,153760.609375,pop,random,0.75,16,4,True,inv-cap,total_flow,49684.06952352913,0.2297210693359375
Cogentco.graphml,197,486,142626253,gravity,128.0,38612,153760.609375,pop,random,1.0,16,4,True,inv-cap,total_flow,49765.04548739265,0.39019203186035156
Cogentco.graphml,197,486,1486627102,gravity,32.0,38612,38399.109375,pop,random,0,16,4,True,inv-cap,total_flow,24832.967784530723,0.1544971466064453
Cogentco.graphml,197,486,1486627102,gravity,32.0,38612,38399.109375,pop,random,0.25,16,4,True,inv-cap,total_flow,24922.244423370175,0.22358989715576172
Cogentco.graphml,197,486,1486627102,gravity,32.0,38612,38399.109375,pop,random,0.5,16,4,True,inv-cap,total_flow,24943.889505714767,0.3053700923919678
Cogentco.graphml,197,486,1486627102,gravity,32.0,38612,38399.109375,pop,random,0.75,16,4,True,inv-cap,total_flow,24978.921776080548,0.33203792572021484
